"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"20:54:33,0613682","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0615468","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:56, LastAccessTime: 21-11-2016 16:10:56, LastWriteTime: 21-11-2016 16:10:56, ChangeTime: 21-11-2016 16:10:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0615943","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","SUCCESS",""
"20:54:33,0620059","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0625557","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0626580","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0627256","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Libuv\1.9.1\Libuv.1.9.1.nupkg.sha512","SUCCESS",""
"20:54:33,0633085","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0635551","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 10-03-2017 14:44:03, ChangeTime: 10-03-2017 14:44:03, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0635849","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0637779","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0641804","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0642419","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0642684","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\microsoft.aspnetcore.hosting.abstractions.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0645436","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0646097","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 10-03-2017 14:44:03, ChangeTime: 10-03-2017 14:44:03, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0646335","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0648310","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0649627","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0650224","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0650500","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Server.Abstractions\1.1.1\microsoft.aspnetcore.hosting.server.abstractions.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0653403","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0654253","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 10-03-2017 14:44:03, ChangeTime: 10-03-2017 14:44:03, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0654721","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0656790","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0659531","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0660003","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0660336","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Abstractions\1.1.1\microsoft.aspnetcore.http.abstractions.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0663749","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0664749","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 10-03-2017 14:44:03, ChangeTime: 10-03-2017 14:44:03, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0665527","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0667370","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0669239","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0669998","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0670345","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Http.Features\1.1.1\microsoft.aspnetcore.http.features.1.1.1.nupkg.sha512","SUCCESS",""
"20:54:33,0672969","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0673910","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:56, LastAccessTime: 10-08-2017 12:34:56, LastWriteTime: 10-08-2017 12:34:56, ChangeTime: 10-08-2017 12:34:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0674325","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0675582","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0677100","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0677421","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0677700","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis\2.3.1\microsoft.codeanalysis.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0681389","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0682564","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:30, LastAccessTime: 21-11-2016 16:10:30, LastWriteTime: 21-11-2016 16:10:30, ChangeTime: 21-11-2016 16:10:30, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0682805","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","SUCCESS",""
"20:54:33,0684233","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0685554","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0685875","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0686053","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Analyzers\1.1.0\Microsoft.CodeAnalysis.Analyzers.1.1.0.nupkg.sha512","SUCCESS",""
"20:54:33,0688560","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0689428","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:33:29, LastAccessTime: 10-08-2017 12:33:29, LastWriteTime: 10-08-2017 12:33:29, ChangeTime: 10-08-2017 12:33:29, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0689658","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0691354","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0692547","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0692853","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0693083","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Common\2.3.1\microsoft.codeanalysis.common.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0694956","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0695541","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:33:28, LastAccessTime: 10-08-2017 12:33:28, LastWriteTime: 10-08-2017 12:33:28, ChangeTime: 10-08-2017 12:33:28, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0695756","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0696900","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0698313","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0698887","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0699117","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp\2.3.1\microsoft.codeanalysis.csharp.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0701224","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0701866","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:56, LastAccessTime: 10-08-2017 12:34:56, LastWriteTime: 10-08-2017 12:34:56, ChangeTime: 10-08-2017 12:34:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0702296","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0704603","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0706004","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0706502","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0706861","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.CSharp.Workspaces\2.3.1\microsoft.codeanalysis.csharp.workspaces.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0709689","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0710308","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:55, LastAccessTime: 10-08-2017 12:34:55, LastWriteTime: 10-08-2017 12:34:55, ChangeTime: 10-08-2017 12:34:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0710712","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0712087","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0713310","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0713624","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0713990","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic\2.3.1\microsoft.codeanalysis.visualbasic.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0716776","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0718011","devenv.exe","19016","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:56, LastAccessTime: 10-08-2017 12:34:56, LastWriteTime: 10-08-2017 12:34:56, ChangeTime: 10-08-2017 12:34:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,0718592","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0720575","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Open No Recall, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,0721776","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","SUCCESS","Offset: 0, Length: 88, Priority: Normal"
"20:54:33,0722108","devenv.exe","19016","ReadFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","END OF FILE","Offset: 88, Length: 4.096"
"20:54:33,0722376","devenv.exe","19016","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.VisualBasic.Workspaces\2.3.1\microsoft.codeanalysis.visualbasic.workspaces.2.3.1.nupkg.sha512","SUCCESS",""
"20:54:33,0724675","devenv.exe","19016","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.CodeAnalysis.Workspaces.Common\2.3.1\microsoft.codeanalysis.workspaces.common.2.3.1.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
