"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"20:54:33,6910242","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.OpenSsl\4.3.0\System.Security.Cryptography.OpenSsl.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6912674","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.Primitives\4.3.0\System.Security.Cryptography.Primitives.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6913493","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.Primitives\4.3.0\System.Security.Cryptography.Primitives.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:54, LastAccessTime: 21-11-2016 16:10:54, LastWriteTime: 21-11-2016 16:10:54, ChangeTime: 21-11-2016 16:10:54, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6913757","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.Primitives\4.3.0\System.Security.Cryptography.Primitives.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6916601","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.X509Certificates\4.3.0\System.Security.Cryptography.X509Certificates.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6917401","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.X509Certificates\4.3.0\System.Security.Cryptography.X509Certificates.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:56, LastAccessTime: 21-11-2016 16:10:56, LastWriteTime: 21-11-2016 16:10:56, ChangeTime: 21-11-2016 16:10:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6917654","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Security.Cryptography.X509Certificates\4.3.0\System.Security.Cryptography.X509Certificates.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6921773","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Security.Principal\4.3.0\System.Security.Principal.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6922457","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Security.Principal\4.3.0\System.Security.Principal.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:57, LastAccessTime: 21-11-2016 16:10:57, LastWriteTime: 21-11-2016 16:10:57, ChangeTime: 21-11-2016 16:10:57, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6922680","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Security.Principal\4.3.0\System.Security.Principal.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6925674","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Security.Principal.Windows\4.3.0\System.Security.Principal.Windows.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6926399","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Security.Principal.Windows\4.3.0\System.Security.Principal.Windows.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:11:20, LastAccessTime: 21-11-2016 16:11:20, LastWriteTime: 21-11-2016 16:11:20, ChangeTime: 21-11-2016 16:11:20, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6926803","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Security.Principal.Windows\4.3.0\System.Security.Principal.Windows.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6929435","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Text.Encoding\4.3.0\System.Text.Encoding.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6930039","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Text.Encoding\4.3.0\System.Text.Encoding.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6930322","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Text.Encoding\4.3.0\System.Text.Encoding.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6933505","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Text.Encoding.CodePages\4.3.0\system.text.encoding.codepages.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6934117","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Text.Encoding.CodePages\4.3.0\system.text.encoding.codepages.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-05-2017 23:33:11, LastAccessTime: 21-05-2017 23:33:11, LastWriteTime: 21-05-2017 23:33:11, ChangeTime: 21-05-2017 23:33:11, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6934351","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Text.Encoding.CodePages\4.3.0\system.text.encoding.codepages.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6937435","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Text.Encoding.Extensions\4.3.0\System.Text.Encoding.Extensions.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6938104","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Text.Encoding.Extensions\4.3.0\System.Text.Encoding.Extensions.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6938334","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Text.Encoding.Extensions\4.3.0\System.Text.Encoding.Extensions.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6941861","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Text.Encodings.Web\4.3.0\System.Text.Encodings.Web.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6942518","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Text.Encodings.Web\4.3.0\System.Text.Encodings.Web.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6942752","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Text.Encodings.Web\4.3.0\System.Text.Encodings.Web.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6945176","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Text.RegularExpressions\4.3.0\System.Text.RegularExpressions.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6946037","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Text.RegularExpressions\4.3.0\System.Text.RegularExpressions.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6946361","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Text.RegularExpressions\4.3.0\System.Text.RegularExpressions.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6951123","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading\4.3.0\System.Threading.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6952172","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading\4.3.0\System.Threading.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:57, LastAccessTime: 21-11-2016 16:10:57, LastWriteTime: 21-11-2016 16:10:57, ChangeTime: 21-11-2016 16:10:57, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6952599","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading\4.3.0\System.Threading.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6962711","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Overlapped\4.3.0\System.Threading.Overlapped.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6966936","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Overlapped\4.3.0\System.Threading.Overlapped.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:51, LastAccessTime: 21-11-2016 16:10:51, LastWriteTime: 21-11-2016 16:10:51, ChangeTime: 21-11-2016 16:10:51, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6967570","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Overlapped\4.3.0\System.Threading.Overlapped.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6977455","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks\4.3.0\System.Threading.Tasks.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6978958","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks\4.3.0\System.Threading.Tasks.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:56, LastAccessTime: 21-11-2016 16:10:56, LastWriteTime: 21-11-2016 16:10:56, ChangeTime: 21-11-2016 16:10:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6979419","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks\4.3.0\System.Threading.Tasks.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6985486","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Dataflow\4.7.0\system.threading.tasks.dataflow.4.7.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6986899","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Dataflow\4.7.0\system.threading.tasks.dataflow.4.7.0.nupkg.sha512","SUCCESS","CreationTime: 10-03-2017 14:44:02, LastAccessTime: 10-03-2017 14:44:02, LastWriteTime: 10-03-2017 14:44:02, ChangeTime: 10-03-2017 14:44:02, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6987386","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Dataflow\4.7.0\system.threading.tasks.dataflow.4.7.0.nupkg.sha512","SUCCESS",""
"20:54:33,6991898","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Extensions\4.3.0\System.Threading.Tasks.Extensions.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6992955","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Extensions\4.3.0\System.Threading.Tasks.Extensions.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6993374","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Extensions\4.3.0\System.Threading.Tasks.Extensions.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,6997154","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Parallel\4.3.0\system.threading.tasks.parallel.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,6998245","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Parallel\4.3.0\system.threading.tasks.parallel.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 10-03-2017 14:44:03, ChangeTime: 10-03-2017 14:44:03, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,6998634","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Tasks.Parallel\4.3.0\system.threading.tasks.parallel.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7001919","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Thread\4.3.0\System.Threading.Thread.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7002746","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Thread\4.3.0\System.Threading.Thread.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7003048","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Thread\4.3.0\System.Threading.Thread.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7007273","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.ThreadPool\4.3.0\System.Threading.ThreadPool.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7008409","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.ThreadPool\4.3.0\System.Threading.ThreadPool.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:55, LastAccessTime: 21-11-2016 16:10:55, LastWriteTime: 21-11-2016 16:10:55, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7008779","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.ThreadPool\4.3.0\System.Threading.ThreadPool.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7011638","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Threading.Timer\4.3.0\System.Threading.Timer.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7012234","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Threading.Timer\4.3.0\System.Threading.Timer.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:54, LastAccessTime: 21-11-2016 16:10:54, LastWriteTime: 21-11-2016 16:10:54, ChangeTime: 21-11-2016 16:10:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7012461","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Threading.Timer\4.3.0\System.Threading.Timer.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7015980","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\system.valuetuple\4.3.0\system.valuetuple.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7017052","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\system.valuetuple\4.3.0\system.valuetuple.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-05-2017 22:26:17, LastAccessTime: 21-05-2017 22:26:17, LastWriteTime: 21-05-2017 22:26:17, ChangeTime: 21-05-2017 22:26:17, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7017445","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\system.valuetuple\4.3.0\system.valuetuple.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7021145","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Xml.ReaderWriter\4.3.0\System.Xml.ReaderWriter.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7022308","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Xml.ReaderWriter\4.3.0\System.Xml.ReaderWriter.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:56, LastAccessTime: 21-11-2016 16:10:56, LastWriteTime: 21-11-2016 16:10:56, ChangeTime: 21-11-2016 16:10:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7022825","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Xml.ReaderWriter\4.3.0\System.Xml.ReaderWriter.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7026647","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Xml.XDocument\4.3.0\System.Xml.XDocument.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7027277","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Xml.XDocument\4.3.0\System.Xml.XDocument.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 21-11-2016 16:10:56, LastAccessTime: 21-11-2016 16:10:56, LastWriteTime: 21-11-2016 16:10:56, ChangeTime: 21-11-2016 16:10:56, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7027507","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Xml.XDocument\4.3.0\System.Xml.XDocument.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7031374","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Xml.XmlDocument\4.3.0\system.xml.xmldocument.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7032163","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Xml.XmlDocument\4.3.0\system.xml.xmldocument.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:55, LastAccessTime: 10-08-2017 12:34:55, LastWriteTime: 10-08-2017 12:34:55, ChangeTime: 10-08-2017 12:34:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7032442","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Xml.XmlDocument\4.3.0\system.xml.xmldocument.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7035693","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Xml.XPath\4.3.0\system.xml.xpath.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7036354","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Xml.XPath\4.3.0\system.xml.xpath.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:55, LastAccessTime: 10-08-2017 12:34:55, LastWriteTime: 10-08-2017 12:34:55, ChangeTime: 10-08-2017 12:34:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7036603","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Xml.XPath\4.3.0\system.xml.xpath.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,7039518","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\System.Xml.XPath.XDocument\4.3.0\system.xml.xpath.xdocument.4.3.0.nupkg.sha512","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,7040175","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\System.Xml.XPath.XDocument\4.3.0\system.xml.xpath.xdocument.4.3.0.nupkg.sha512","SUCCESS","CreationTime: 10-08-2017 12:34:55, LastAccessTime: 10-08-2017 12:34:55, LastWriteTime: 10-08-2017 12:34:55, ChangeTime: 10-08-2017 12:34:55, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,7040436","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\System.Xml.XPath.XDocument\4.3.0\system.xml.xpath.xdocument.4.3.0.nupkg.sha512","SUCCESS",""
"20:54:33,8619884","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\lib\netstandard1.3\Microsoft.AspNetCore.Hosting.Abstractions.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,8620726","MSBuild.exe","7724","QueryNetworkOpenInformationFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\lib\netstandard1.3\Microsoft.AspNetCore.Hosting.Abstractions.dll","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 17-02-2017 18:01:04, ChangeTime: 10-03-2017 14:44:03, AllocationSize: 01-01-1601 02:00:00, EndOfFile: 01-01-1601 02:00:00, FileAttributes: A"
"20:54:33,8620990","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\lib\netstandard1.3\Microsoft.AspNetCore.Hosting.Abstractions.dll","SUCCESS",""
"20:54:33,8622814","MSBuild.exe","7724","CreateFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\lib\netstandard1.3\Microsoft.AspNetCore.Hosting.Abstractions.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"20:54:33,8626865","MSBuild.exe","7724","QueryBasicInformationFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\lib\netstandard1.3\Microsoft.AspNetCore.Hosting.Abstractions.dll","SUCCESS","CreationTime: 10-03-2017 14:44:03, LastAccessTime: 10-03-2017 14:44:03, LastWriteTime: 17-02-2017 18:01:04, ChangeTime: 10-03-2017 14:44:03, FileAttributes: A"
"20:54:33,8628258","MSBuild.exe","7724","CloseFile","C:\Users\svto\.nuget\packages\Microsoft.AspNetCore.Hosting.Abstractions\1.1.1\lib\netstandard1.3\Microsoft.AspNetCore.Hosting.Abstractions.dll","SUCCESS",""
